-6161.628030474897,12:41:41.955970
-26616.256219329116,12:41:41.956984
-48014.52688667477,12:41:41.957066
-47410.27003244823,12:41:41.957979
-32939.874037008,12:41:41.958058
-31131.386213810205,12:41:41.958781
-40047.29435640697,12:41:41.958840
-34180.763593273936,12:41:42.004008
-15931.700640458359,12:41:42.004093
-15958.31998706273,12:41:42.005159
-28926.97794865384,12:41:42.005243
-19070.139273487584,12:41:42.052676
4624.5972488524585,12:41:42.052762
2735.3443445252065,12:41:42.053501
-16688.31410218974,12:41:42.053579
-11643.073469086012,12:41:42.054370
14199.716600323169,12:41:42.054448
22607.17732614865,12:41:42.055159
12741.84078725707,12:41:42.055309
13534.511732378185,12:41:42.055957
29730.580994839045,12:41:42.056061
34158.63363734698,12:41:42.056829
21392.731891051582,12:41:42.056910
22513.526804307523,12:41:42.057517
40963.851435345714,12:41:42.057608
56233.808540702244,12:41:42.101375
63040.49947416979,12:41:42.101459
52529.31883155218,12:41:42.102131
30694.79324536419,12:41:42.102207
25281.303721161843,12:41:42.102944
30740.995364140574,12:41:42.103020
19939.132266834862,12:41:42.103706
2213.2694137536146,12:41:42.103782
4911.701049246663,12:41:42.104281
20511.53265759523,12:41:42.104356
18771.77258598279,12:41:42.150102
148.0798856872409,12:41:42.150208
-4040.724937279131,12:41:42.150772
6085.072359951681,12:41:42.150864
-1074.966539274732,12:41:42.151525
-19944.705291135728,12:41:42.151620
-16910.782694490525,12:41:42.152145
1096.1126728447587,12:41:42.152235
-2634.873594569162,12:41:42.198778
-23036.313000164857,12:41:42.198873
-22323.453765403898,12:41:42.199670
-3199.0423602992146,12:41:42.199749
-2226.810930003304,12:41:42.200430
-18857.52871463945,12:41:42.200499
-17604.76450081469,12:41:42.201113
684.4169238863839,12:41:42.201183
-372.87880158263357,12:41:42.201908
-17607.67193927682,12:41:42.201986
-15779.607255170167,12:41:42.203554
229.86911550272464,12:41:42.204024
-393.6037949589971,12:41:42.247568
-11475.087595484212,12:41:42.247656
-2404.1210679822916,12:41:42.248580
16448.80709099118,12:41:42.248654
7764.647792527858,12:41:42.249386
-17571.3633222903,12:41:42.249455
-17461.181907481245,12:41:42.250259
4465.097199978217,12:41:42.250327
8842.117863041025,12:41:42.250762
-6428.174923462786,12:41:42.250823
-7137.002346751358,12:41:42.345003
8488.404785387904,12:41:42.345096
9027.088160079478,12:41:42.345512
-6170.142044967146,12:41:42.345573
-6866.791356340248,12:41:42.346168
6762.615668013292,12:41:42.346240
6308.355865992306,12:41:42.346815
-8053.188370086007,12:41:42.346884
-9146.955899559962,12:41:42.347482
4225.197391926891,12:41:42.347548
4713.621081354038,12:41:42.348029
-6988.80525881183,12:41:42.348093
-2315.478657694416,12:41:42.349008
14039.431805234348,12:41:42.349075
19483.28002283977,12:41:42.393782
17160.186674037774,12:41:42.393867
8645.776032590862,12:41:42.394378
-3191.388430466291,12:41:42.394477
-501.5355299504117,12:41:42.394901
12041.987375947385,12:41:42.394974
6871.527491614282,12:41:42.395844
-11111.182132858561,12:41:42.395925
-6387.064860192084,12:41:42.442513
12872.748743789663,12:41:42.442613
8390.744331657312,12:41:42.443162
-9216.661752071994,12:41:42.443252
-2393.721996805921,12:41:42.443675
16298.131173578568,12:41:42.443740
8612.745635387218,12:41:42.444461
-13769.413632594129,12:41:42.444537
-12905.903398811755,12:41:42.445378
5261.486949866969,12:41:42.445460
2834.272427689729,12:41:42.491348
-18269.194480026774,12:41:42.491438
-17411.947304612517,12:41:42.539880
4020.4764747804857,12:41:42.539998
4079.7079640180445,12:41:42.541689
-13884.526277226167,12:41:42.542098
-13966.884410578705,12:41:42.543271
1365.3349526815223,12:41:42.543601
2978.1810343121433,12:41:42.545631
-10456.773600844366,12:41:42.545868
-9040.073656090426,12:41:42.546543
6364.36408721963,12:41:42.546629
3028.458748933431,12:41:42.547083
-14185.140555307747,12:41:42.547151
-24773.213471015257,12:41:42.588784
-31831.526668153474,12:41:42.588887
-27902.74699138468,12:41:42.589415
-10760.20424100188,12:41:42.589527
-3836.5450916604805,12:41:42.637470
-7798.674149328632,12:41:42.637598
813.2049695804708,12:41:42.638326
14749.300624541493,12:41:42.638436
7272.071444078286,12:41:42.638878
-10973.946317928536,12:41:42.638944
-3639.884809244369,12:41:42.639574
17670.727547999842,12:41:42.639879
10932.011773221384,12:41:42.642398
-9440.565186020869,12:41:42.642862
-1097.318577193245,12:41:42.644136
25199.694785251548,12:41:42.644248
26310.547069494605,12:41:42.686194
4284.866629800004,12:41:42.686307
893.3875600206727,12:41:42.686719
20049.918150017453,12:41:42.686800
21673.296161835748,12:41:42.687363
1437.542782399326,12:41:42.687446
-1794.974046138304,12:41:42.688936
11474.40303181648,12:41:42.689225
7032.658810587939,12:41:42.735005
-10055.965151358116,12:41:42.735089
-8267.940331913662,12:41:42.783800
7344.698150195682,12:41:42.783930
4985.688656586268,12:41:42.784465
-9636.909539180908,12:41:42.784544
-5258.7688020625255,12:41:42.784986
12699.37051916352,12:41:42.785080
11295.773330395386,12:41:42.785457
-6167.807904557449,12:41:42.785550
-5929.081077282274,12:41:42.786142
9120.38232409193,12:41:42.786233
8562.47043019182,12:41:42.787192
-7258.092358141016,12:41:42.787308
-20637.15840825258,12:41:42.832432
-26931.23652631198,12:41:42.832586
-17242.121605070042,12:41:42.833085
2827.7429730563576,12:41:42.833173
3317.3019438391293,12:41:42.833651
-11570.55418178953,12:41:42.833729
-8401.69005317662,12:41:42.834289
5209.413490800988,12:41:42.834373
-1129.5338710076119,12:41:42.835235
-15202.4045986577,12:41:42.835338
-7995.154101375718,12:41:42.881127
10202.18214518465,12:41:42.881228
9555.939907398386,12:41:42.881695
-4744.39513438396,12:41:42.881773
-776.6188836306826,12:41:42.882653
15276.852214540811,12:41:42.882733
11050.155124250019,12:41:42.883186
-1812.5549664499185,12:41:42.883307
9454.204080919957,12:41:42.883887
33911.45255020007,12:41:42.883981
36111.39162288153,12:41:42.930262
18368.50675305329,12:41:42.930348
11539.423853883349,12:41:42.930761
15155.06110766321,12:41:42.930839
4959.714966415323,12:41:42.931387
-12659.011918476022,12:41:42.931456
-11533.581954026326,12:41:42.931849
-564.162881812068,12:41:42.931944
-10245.670558053609,12:41:42.933212
-30293.111603119072,12:41:42.978668
-26135.188772428395,12:41:42.978887
-7589.203398258307,12:41:42.979358
-9007.05011474164,12:41:42.979447
-22260.68466330102,12:41:42.979862
-14084.933742706326,12:41:42.979940
9380.140627805777,12:41:42.980574
11404.482169965238,12:41:42.980676
-6688.918192457483,12:41:42.981493
